Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,SAStrategy1,63
Kanchan,SAStrategy1,Strategy,Strategy,42
Kanchan,SAStrategy1,Strategy,SAStrategy1,39
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,Strategy,8
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,Strategy,42
Kanchan,SAStrategy1,Strategy,SAStrategy1,15
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,Strategy,38
Kanchan,SAStrategy1,Strategy,Strategy,58
Kanchan,SAStrategy1,Strategy,Strategy,38
Kanchan,SAStrategy1,Strategy,Strategy,42
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,Strategy,40
Kanchan,SAStrategy1,Strategy,SAStrategy1,23
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,Strategy,14
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,49
Kanchan,SAStrategy1,Strategy,SAStrategy1,17
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,Strategy,36
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,SAStrategy1,45
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,Strategy,36
Kanchan,SAStrategy1,Strategy,SAStrategy1,15
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,Strategy,52
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,SAStrategy1,23
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,SAStrategy1,15
Kanchan,SAStrategy1,Strategy,SAStrategy1,59
Kanchan,SAStrategy1,Strategy,Strategy,34
Kanchan,SAStrategy1,Strategy,SAStrategy1,23
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,Strategy,38
Kanchan,SAStrategy1,Strategy,Strategy,34
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,SAStrategy1,39
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,Strategy,6
Kanchan,SAStrategy1,Strategy,SAStrategy1,41
Kanchan,SAStrategy1,Strategy,Strategy,70
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,SAStrategy1,15
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,5
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,SAStrategy1,43
Kanchan,SAStrategy1,Strategy,Strategy,10
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,Strategy,38
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,SAStrategy1,43
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,Strategy,90
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,Strategy,52
Kanchan,SAStrategy1,Strategy,Strategy,14
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,SAStrategy1,57
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,Strategy,46
Kanchan,SAStrategy1,Strategy,SAStrategy1,39
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,11
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,SAStrategy1,49
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,Strategy,36
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,Strategy,56
Kanchan,SAStrategy1,Strategy,SAStrategy1,9
Kanchan,SAStrategy1,Strategy,Strategy,50
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,SAStrategy1,45
Kanchan,SAStrategy1,Strategy,SAStrategy1,23
Kanchan,SAStrategy1,Strategy,SAStrategy1,15
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,SAStrategy1,7
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,SAStrategy1,17
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,Strategy,46
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,Strategy,12
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,Strategy,12
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,Strategy,52
Kanchan,SAStrategy1,Strategy,SAStrategy1,17
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,Strategy,110
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,23
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,Strategy,32
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,Strategy,14
Kanchan,SAStrategy1,Strategy,SAStrategy1,117
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,SAStrategy1,11
Kanchan,SAStrategy1,Strategy,Strategy,30
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,SAStrategy1,69
Kanchan,SAStrategy1,Strategy,Strategy,16
Kanchan,SAStrategy1,Strategy,Strategy,12
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,SAStrategy1,17
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,Strategy,40
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,Strategy,76
Kanchan,SAStrategy1,Strategy,Strategy,22
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,Strategy,12
Kanchan,SAStrategy1,Strategy,SAStrategy1,39
Kanchan,SAStrategy1,Strategy,Strategy,44
Kanchan,SAStrategy1,Strategy,SAStrategy1,43
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,SAStrategy1,45
Kanchan,SAStrategy1,Strategy,SAStrategy1,37
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,Strategy,104
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,SAStrategy1,45
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,Strategy,54
Kanchan,SAStrategy1,Strategy,Strategy,36
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,SAStrategy1,41
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,Strategy,42
Kanchan,SAStrategy1,Strategy,Strategy,28
Kanchan,SAStrategy1,Strategy,Strategy,26
Kanchan,SAStrategy1,Strategy,Strategy,32
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,Strategy,32
Kanchan,SAStrategy1,Strategy,SAStrategy1,67
Kanchan,SAStrategy1,Strategy,SAStrategy1,57
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,39
Kanchan,SAStrategy1,Strategy,SAStrategy1,29
Kanchan,SAStrategy1,Strategy,SAStrategy1,13
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,Strategy,10
Kanchan,SAStrategy1,Strategy,SAStrategy1,17
Kanchan,SAStrategy1,Strategy,SAStrategy1,33
Kanchan,SAStrategy1,Strategy,Strategy,18
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,75
Kanchan,SAStrategy1,Strategy,Strategy,14
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,SAStrategy1,11
Kanchan,SAStrategy1,Strategy,SAStrategy1,21
Kanchan,SAStrategy1,Strategy,SAStrategy1,65
Kanchan,SAStrategy1,Strategy,Strategy,24
Kanchan,SAStrategy1,Strategy,SAStrategy1,25
Kanchan,SAStrategy1,Strategy,Strategy,56
Kanchan,SAStrategy1,Strategy,SAStrategy1,19
Kanchan,SAStrategy1,Strategy,SAStrategy1,27
Kanchan,SAStrategy1,Strategy,Strategy,54
Kanchan,SAStrategy1,Strategy,Strategy,12
Kanchan,SAStrategy1,Strategy,Strategy,10
Kanchan,SAStrategy1,Strategy,SAStrategy1,35
Kanchan,SAStrategy1,Strategy,Strategy,40
Kanchan,SAStrategy1,Strategy,Strategy,20
Kanchan,SAStrategy1,Strategy,SAStrategy1,31
Kanchan,SAStrategy1,Strategy,SAStrategy1,11
Kanchan,SAStrategy1,Strategy,Strategy,40
Kanchan,SAStrategy1,Strategy,Strategy,32
