Mary,Heuristic2,Control,Heuristic2,47
Mary,Heuristic2,Control,Heuristic2,35
Mary,Heuristic2,Control,Heuristic2,61
Mary,Heuristic2,Control,Heuristic2,29
Mary,Heuristic2,Control,Heuristic2,51
Mary,Heuristic2,Control,Heuristic2,41
Mary,Heuristic2,Control,Heuristic2,33
Mary,Heuristic2,Control,Heuristic2,21
Mary,Heuristic2,Control,Heuristic2,37
Mary,Heuristic2,Control,Heuristic2,11
Mary,Heuristic2,Control,Heuristic2,29
Mary,Heuristic2,Control,Heuristic2,13
Mary,Heuristic2,Control,Heuristic2,33
Mary,Heuristic2,Control,Heuristic2,21
Mary,Heuristic2,Control,Heuristic2,39
Mary,Heuristic2,Control,Heuristic2,25
Mary,Heuristic2,Control,Heuristic2,47
Mary,Heuristic2,Control,Heuristic2,33
Mary,Heuristic2,Control,Heuristic2,13
Mary,Heuristic2,Control,Heuristic2,15
Mary,Heuristic2,Control,Heuristic2,95
,,,,34.71428571
